0.032058287	-0.037126012	0.011575178	-0.018988227	0.102817506	-0.004033806	0.072577916	0.030628523	-0.018812465	-0.007411101	-0.041605715	0.004570801	0.053218026	0.045825366	-0.021920152	0.09357313
0.045649517	-0.014856374	-0.019358227	0.0018136727	-0.037727367	-0.020883376	0.036789723	-0.0064060884	-0.030146947	0.014792962	0.016449379	-0.07838661	-0.021697022	-0.022375276	-0.010612512	-0.05158648
-0.053479012	0.099052384	0.085817546	-0.05213416	0.07735945	-0.023883691	-0.020596469	0.12897237	-0.038340848	0.08983143	0.027951594	0.018933885	0.033604093	-0.09039107	0.08526368	0.10220823
-0.0124970395	-0.016281288	-0.008499643	0.039494496	0.008503536	0.032554176	0.07531532	-0.066141985	0.007352191	-0.005257558	-0.04377925	-0.1050491	0.030662965	-0.012006376	-0.009935845	-0.02326813
0.032235406	0.008431499	-0.027288806	0.004462425	-0.058752708	0.01947805	-0.015172068	-0.013558631	0.014946926	0.026229696	-0.03711904	-0.07261736	-0.022192802	-0.002926673	0.025375038	-0.008801241
0.40451497	-0.42434272	-0.34965995	0.34001413	-0.3008991	0.34191343	0.35255432	-0.42104733	0.37965623	-0.28510597	-0.44987363	-0.025148915	0.29813144	0.38635045	-0.4366948	-0.4060492
0.36848116	-0.3661549	-0.3402714	0.285637	-0.14902098	0.37676844	0.26790562	-0.31113973	0.33315098	-0.33095115	-0.3747977	0.28459784	0.1317655	0.34137642	-0.36450458	-0.29617932
-0.008027841	-0.00014701644	0.002851245	0.068283066	-0.012005274	0.011430968	0.028568273	0.007657695	0.043798976	-0.027528498	-0.0018158591	0.020577326	-0.039285578	0.0023534838	-0.019135341	0.014893408
0.033923455	-0.05108337	0.0074862484	-0.013779342	0.031664714	0.07956907	0.07000213	-0.06367523	-0.0066881278	-0.030972183	-0.057192415	0.0016639384	-0.020516532	0.012166147	-0.08402806	-0.058883537
0.044846296	-0.06724798	-0.005524413	0.0030442604	-0.05757268	-0.014534516	0.040862117	-0.053257618	0.049232226	-0.037097033	-0.10250165	-0.1383754	0.073076196	0.06806028	-0.0057284026	-0.028323412
